visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
42034968,42034968,N034078,1,2309,Efficiency of bone marrow-derived cells in the treatment of experimental autoimmune type 1 diabetes: immunomodulatory and anti-apoptotic properties.,"In summary, adoptive transfer of BMDCs exerts significant immunomodulatory and anti-apoptotic effects on pancreatic β cells, which are beneficial for pancreatic islets in DMT1 mice. Clinical studies are warranted to evaluate the safety and effectiveness of the adoptive transfer of BMDCs as a potential therapy for autoimmune DMT1."
42032649,42032649,N034087,3,1,"Effect of optical impression, timing of dentin sealing application and cavity design optimization on microleakage of ceramic onlays: an in vitro study.",Combining digital impressions with IDS may enhance the marginal seal and longevity of ceramic onlays.
42031711,42031711,N034088,2,1,AURKA/PHB2 signaling drives acquired resistance to KRAS G12C inhibitors in KRAS G12C-mutant NSCLC.,"These data suggest that resistance to Sotorasib in NSCLC is associated with a positive feedback loop involving AURKA, PHB2, and PI3K/AKT signaling. AURKA may serve as a biomarker for predicting the therapeutic efficacy of Sotorasib in KRAS G12C-targeted therapies and as a potential therapeutic target to overcome Sotorasib resistance in NSCLC."
42198340,42198340,N034090,6,46,"Paeoniflorin Ameliorates Cecal Ligation and Puncture-Induced Acute Lung Injury in Mice by Modulating Oxidative Stress, Apoptosis, and Inflammation: Shedding Light on the Role of the JAK2/STAT3 Pathway.","Paeoniflorin exerts protective effects against sepsis-induced ALI by attenuating oxidative stress, inflammation, and apoptosis, partly through inhibition of the JAK2/STAT3 signaling pathway. The reported findings highlight its potential as a promising therapeutic candidate for ALI management."
42198215,42198215,N034092,1,26,"In Silico Preformulation Modeling, Solubility Enhancement, and Sustainable Release of Rebamipide Utilizing Deep Eutectic Mixture Loaded Bioadhesive Controlled Release Granules for Gastritis Treatment.","The DEM-based bioadhesive granule system effectively improves solubility, dissolution rate, mucoadhesion, and gastric retention of Rebamipide. This approach represents a promising platform for once-daily gastroretentive oral delivery, pending further pharmacokinetic evaluation."
42193992,42193992,N034094,1,2310,Cell Type-Specific Downregulation of Dnmt3a in Nucleus Accumbens Oligodendrocytes Prevents Myelin Damage and Reduces Susceptibility to Social Stress in Male Mice.,"Dnmt3a in NAc oligodendrocytes modulates susceptibility to social stress through a Dnmt3a-MBP/D1 receptor-NAc pathway, highlighting a critical glia-neuron interaction. This mechanism extends our understanding of the neurobiological basis of stress-related disorders and positions Dnmt3a as a promising therapeutic target for developing precision interventions or biomarkers."
42193166,42193166,N034096,1,2311,Empagliflozin Ameliorates Diabetic Cardiomyopathy by Inhibiting Ferroptosis via SIRT3: Mechanisms and Therapeutic Implications.,"Notably, SIRT3 silencing abolished EMPA's beneficial effects on oxidative stress and ferroptosis. The study findings demonstrate that EMPA exerts cardioprotective effects by inhibiting oxidative stress and ferroptosis in cardiomyocytes, which is mediated by SIRT3."
42192766,42192766,N034099,5,1,Inhibition of Astrocytic JMJD3 Attenuates Neuroinflammation-Mediated Blood-Brain Barrier Disruption and Improves Functional Recovery After Intracerebral Hemorrhage in Mice.,"Astrocytic JMJD3 is upregulated following ICH and promotes neuroinflammation, which in turn mediates BBB disruption. Pharmacological inhibition of JMJD3 by GSK-J4 attenuates neuroinflammation and subsequent BBB damage, accelerates hematoma resolution, and promotes histological and functional recovery after ICH, likely by downregulating MMP-9 expression. The reported findings identify astrocytic JMJD3 as a novel epigenetic therapeutic target for acute ICH."
42124147,42124147,N034105,2,375,Synergistic Effects of Bioactive Glass on the Physicochemical Properties and In Vitro Bioactivity of 3D-Printed PCL Scaffolds.,"Notably, cellular assays revealed that the introduction of 58SBG enhanced cell-matrix interactions; the PCL/BG scaffolds promoted superior cell attachment and more extensive morphological spreading compared to pure PCL. Among all groups, the PCL/30BG composite scaffold demonstrated the most optimal balance of mechanical integrity and biological response."
42123776,42123776,N034106,1,1,Human Milk Oligosaccharide LNnT Attenuates Colonic Barrier Dysfunction and Associated Cognitive Impairment via Modulating Sphingolipid Metabolism and Gut Microbiota.,"Untargeted metabolomics analysis further revealed that LNnT corrected metabolic disturbances by regulating key sphingolipid molecules (ceramide, sphingosine, S1P) and the expression of related metabolic enzymes (ACER2, SphK2). In summary, this study suggests that LNnT mitigates intestinal injury and improves cognitive function, potentially through modulation of the gut microbiota-sphingolipid metabolism axis, although further causal validation is warranted."
42123378,42123378,N034108,1,967,Nephrotoxicity of Evodiamine in Mice: Mechanistic Insights from Integrated Network Toxicology and Transcriptomic Profiling.,"Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analysis suggested that EVO-induced nephrotoxicity is related to signaling pathways such as inflammatory mediator regulation of TRP channels, the PPAR signaling pathway, and the Apelin signaling pathway."
42123368,42123368,N034109,2,1,Modulatory Effects of Dabigatran on PAR-1 Activity and Viability in Adipose-Derived Mesenchymal Stem Cells.,"The reported findings indicate that dabigatran at non-cytotoxic doses can modulate PAR-1 activity without compromising ADMSC survival. In conclusion, dabigatran influences MSC-related cellular functions beyond its anticoagulant properties."
42121863,42121863,N034111,4,184,Bone Regeneration Drug BMP-7 Mitigates Ponatinib-Induced Cardiotoxicity via Inhibition of Pyroptosis and Modulation of TGF-β/SMAD Signaling Pathway.,"In contrast, BMP-7 significantly attenuated these pathological responses by suppressing inflammation-induced pyroptosis and the TGF-β1/SMAD2/3 signaling axis Notably, our work highlights BMP-7's capacity to inhibit these disease-related alterations. Collectively, the reported results expand on the current knowledge of the mechanistic framework of PON-induced cardiotoxicity, while also emphasizing BMP-7 as a promising therapeutic candidate with potential translational relevance."
42121733,42121733,N034112,8,1,"Interactive Effects of Nypa fruticans Fruit Pellets and Dietary Protein Levels on Rumen Fermentation, Gas Kinetics, and Methane Production In Vitro.","In conclusion, Nypa fruticans fruit pellets, in combination with CP level, modified rumen fermentation patterns and were associated with lower CH4 production under in vitro conditions, without negatively affecting digestibility. The reported findings suggest potential for further in vivo evaluation."
42112450,42112450,N034115,1,2312,Harnessing the potential role of lignocellulolytic microbial consortia for rapid decomposition of rice straw.,"The developed microbial consortium effectively transforms agricultural residues into nutrient-rich, carbon-sequestering soil amendments. This provides a scalable and sustainable alternative to residue burning, promoting waste valorization, soil fertility improvement, and climate change mitigation."
42112377,42112377,N034117,1,1,If you give a mouse a poopsicle: a novel fecal microbiota transplant method for exploring the role of the gut microbiome in stress-related outcomes in mice.,"Together, the reported results establish antibiotic and FMT methods that minimize treatment-induced stress, while effectively transplanting fecal microbes between murine conspecifics."
42112349,42112349,N034118,1,2313,Pan-cancer analysis of OSR2 with a focus on underlying mechanisms and therapeutic implications in lung adenocarcinoma.,"Furthermore, OSR2 knockdown attenuated the tumor-promoting effects of CAFs, resulting in suppressed proliferation and migration of LUAD cells in vitro Collectively, our findings highlight the key role of OSR2 in tumor biology and tumor microenvironment regulation. OSR2 emerges as a promising prognostic biomarker and potential therapeutic target for human cancers; additionally, it may act as a reliable predictor of immunotherapy response in LUAD."
42111831,42111831,N034121,3,1,"Hepatoprotective potential of JHB, a functional beverage, in a mouse model of acute alcohol-induced liver injury.","JHB exerts significant protective effects against hepatic injury induced by acute alcohol-induced liver injury, potentially by promoting ethanol metabolism and attenuating oxidative stress and inflammatory responses. Collectively, the reported results underscore the promise of JHB as a functional plant-based beverage for mitigating alcohol-related liver damage."
